바코드,브랜드,제조사,유통사,제품명,품목보고번호,품목유형
,,남양에프앤비주식회사,,ALL LIVE YOUNG WATER SPARKLING GRAFEFRUIT (올리브영워터 스파클링 자몽),20030473071214,탄산음료
,,남양에프앤비주식회사,,ALL LIVE YOUNG WATER SPARKLING LIME (올리브영워터 스파클링 라임),20030473071213,탄산음료
,,남양에프앤비주식회사,,HEYROO 청사과탄산,20030473071193,탄산음료
,,남양에프앤비주식회사,,HEYROO레몬탄산,20030473071162,탄산음료
,,남양에프앤비주식회사,,ONLY price 스파클링워터 천연라임향,20030473071329,탄산음료
,,남양에프앤비주식회사,,ONLY price 스파클링워터 천연레몬향,20030473071328,탄산음료
,,남양에프앤비주식회사,,SUNKIST 네버스탑,20030473071325,혼합음료
,,남양에프앤비주식회사,,Sunkist 요거트 스파클링,20030473071316,탄산음료
,,남양에프앤비주식회사,,Sunkist 요구르트 워터,20030473071308,유산균음료
,,남양에프앤비주식회사,,Sunkist 훼미리 알로에,20030473071279,혼합음료
,,남양에프앤비주식회사,,Sunkist 훼미리 토마토,20030473071284,과.채음료
,,남양에프앤비주식회사,,you us) 스파클링 요구르트,20030473071315,탄산음료
,,남양에프앤비주식회사,,갈배사이다,20030473071274,탄산음료
,,남양에프앤비주식회사,,갈아만든 배,20030473071278,과.채음료
,,남양에프앤비주식회사,,과일촌 아침에 사과,20030473071307,과.채음료
,,남양에프앤비주식회사,,구르미 만든 크림소다 그린메론,20030473071311,탄산음료
,,남양에프앤비주식회사,,구르미 만든 크림소다 블루레몬,20030473071252,탄산음료
,,남양에프앤비주식회사,,굿라이프 컬러에이드 블루,20030473071254,탄산음료
,,남양에프앤비주식회사,,굿라이프 컬러에이드 핑크,20030473071253,탄산음료
,,남양에프앤비주식회사,,나랑드사이다,20030473071103,탄산음료
,,남양에프앤비주식회사,,남양 at home 복숭아 속살,20030473071300,과.채음료
,,남양에프앤비주식회사,,남양 at home 사과,20030473071127,과.채주스
,,남양에프앤비주식회사,,남양 at home 오렌지,20030473071115,과.채음료
,,남양에프앤비주식회사,,남양 at home 제주감귤,20030473071133,과.채음료
,,남양에프앤비주식회사,,남양 at home포도,20030473071114,과.채주스
,,남양에프앤비주식회사,,남양 몸이 가벼워지는 시간 17차,20030473071229,액상차
,,남양에프앤비주식회사,,남양 요구리몽,20030473071215,혼합음료
,,남양에프앤비주식회사,,남양알로에 生,20030473071299,혼합음료
,,남양에프앤비주식회사,,남양참옥수수수염차,2003047307178,액상차
,,남양에프앤비주식회사,,뉴스쿨 리치스파클링,20030473071331,탄산음료
,,남양에프앤비주식회사,,뉴스쿨 청포도 스파클링,20030473071333,탄산음료
,,남양에프앤비주식회사,,뉴스쿨 피치 스파클링,20030473071324,탄산음료
,,남양에프앤비주식회사,,뉴스쿨 피치스파클링,20030473071332,탄산음료
,,남양에프앤비주식회사,,데미소다 애플,20030473071250,탄산음료
,,남양에프앤비주식회사,,데미소다 오렌지,20030473071334,탄산음료
,,남양에프앤비주식회사,,데미소다 자몽,20030473071249,탄산음료
,,남양에프앤비주식회사,,동원 보성홍차,20030473071314,액상차
,,남양에프앤비주식회사,,디라임톡,20030473071241,탄산음료
,,남양에프앤비주식회사,,디레몬톡,20030473071108,탄산음료
,,남양에프앤비주식회사,,디자몽톡,20030473071107,탄산음료
,,남양에프앤비주식회사,,디플레인톡,20030473071242,탄산수
,,남양에프앤비주식회사,,리얼에이드 자몽,20030473071283,과.채음료
,,남양에프앤비주식회사,,리얼에이드 자몽 in cafe,20030473071282,과.채음료
,,남양에프앤비주식회사,,리얼에이드 청포도 in cafe,20030473071281,과.채음료
,,남양에프앤비주식회사,,리치스파클링,20030473071264,탄산음료
,,남양에프앤비주식회사,,마이 멜로 옐로 by 써니텐,20030473071233,탄산음료
,,남양에프앤비주식회사,,마인드포인트,20030473071231,탄산음료
,,남양에프앤비주식회사,,맑은숨 오리엔탈,20030473071317,액상차
,,남양에프앤비주식회사,,몸에좋은 옥수수수염차,20030473071296,액상차
,,남양에프앤비주식회사,,몸에좋은 헛개칡차,20030473071297,액상차
,,남양에프앤비주식회사,,몸이 가벼워지는 시간 17차,20030473071113,액상차
,,남양에프앤비주식회사,,미초 뷰티플러스 망고,20030473071338,음료베이스
,,남양에프앤비주식회사,,미초 뷰티플러스 석류,20030473071337,음료베이스
,,남양에프앤비주식회사,,밀키소다 녹두,20030473071245,탄산음료
,,남양에프앤비주식회사,,밀키소다 크리미,20030473071172,탄산음료
,,남양에프앤비주식회사,,밀키소다크리미 레몬맛,20030473071225,탄산음료
,,남양에프앤비주식회사,,밀키소다크리미 요구르트맛,20030473071226,탄산음료
,,남양에프앤비주식회사,,밀키소다크리미 자몽맛,20030473071227,탄산음료
,,남양에프앤비주식회사,,배도라지차,20030473071313,액상차
,,남양에프앤비주식회사,,백미당 초콜릿 콘,20030473071294,과자
,,남양에프앤비주식회사,,백미당 콘,20030473071236,과자
,,남양에프앤비주식회사,,보성꽃차,20030473071335,액상차
,,남양에프앤비주식회사,,복숭아 스파클링,20030473071175,탄산음료
,,남양에프앤비주식회사,,블라썸 에이드 레몬 & 캐모마일,20030473071309,탄산음료
,,남양에프앤비주식회사,,블라썸 에이드 베리 & 히비스커스,20030473071310,탄산음료
,,남양에프앤비주식회사,,빅토리아 그린애플,20030473071302,탄산음료
,,남양에프앤비주식회사,,빅토리아 라임,20030473071258,탄산음료
,,남양에프앤비주식회사,,빅토리아 레몬,20030473071266,탄산음료
,,남양에프앤비주식회사,,빅토리아 배,20030473071322,탄산음료
,,남양에프앤비주식회사,,빅토리아 베리베리,20030473071268,탄산음료
,,남양에프앤비주식회사,,빅토리아 복숭아,20030473071267,탄산음료
,,남양에프앤비주식회사,,빅토리아 수박,20030473071323,탄산음료
,,남양에프앤비주식회사,,빅토리아 자몽,20030473071265,탄산음료
,,남양에프앤비주식회사,,빅토리아 청포도,20030473071269,탄산음료
,,남양에프앤비주식회사,,빅토리아 콜라향,20030473071273,탄산음료
,,남양에프앤비주식회사,,빅토리아 파인애플,20030473071301,탄산음료
,,남양에프앤비주식회사,,빅토리아 플레인,20030473071257,탄산수
,,남양에프앤비주식회사,,사과탄 스파클링,20030473071218,탄산음료
,,남양에프앤비주식회사,,사이다,20030473071157,탄산음료
,,남양에프앤비주식회사,,사이다 Cider,20030473071164,탄산음료
,,남양에프앤비주식회사,,순작 미네랄 애플티,20030473071259,탄산음료
,,남양에프앤비주식회사,,순작 야관문헛개차,20030473071200,액상차
,,남양에프앤비주식회사,,순작 연근우엉차,20030473071199,액상차
,,남양에프앤비주식회사,,순작 홍도라지차,20030473071247,액상차
,,남양에프앤비주식회사,,슈퍼주니어 프리미엄소다 스노우콜라 제로,20030473071223,탄산음료
,,남양에프앤비주식회사,,스와이스 라임,20030473071235,탄산음료
,,남양에프앤비주식회사,,스와이스 레몬,20030473071209,탄산음료
,,남양에프앤비주식회사,,스파클 스파클링,20030473071143,탄산음료
,,남양에프앤비주식회사,,스파클 스파클링 플레인,20030473071330,탄산수
,,남양에프앤비주식회사,,스파클 토닉워터,20030473071125,탄산음료
,,남양에프앤비주식회사,,스파클링 레몬,20030473071291,탄산음료
,,남양에프앤비주식회사,,스파클링 사과,20030473071292,탄산음료
,,남양에프앤비주식회사,,스파클링 사이다 레몬향,20030473071221,탄산음료
,,남양에프앤비주식회사,,스파클링 사이다 자몽향,20030473071222,탄산음료
,,남양에프앤비주식회사,,스파클링 요구르트,20030473071251,탄산음료
,,남양에프앤비주식회사,,스프라이트,20030473071288,탄산음료
,,남양에프앤비주식회사,,스프라이트 킨 사이다,20030473071295,탄산음료
,,남양에프앤비주식회사,,시그너스 레몬,20030473071305,탄산음료
,,남양에프앤비주식회사,,시그너스 플레인,20030473071304,탄산수
,,남양에프앤비주식회사,,써니텐 멜론크림향,20030473071248,탄산음료
,,남양에프앤비주식회사,,써니텐 오렌지향,20030473071184,탄산음료
,,남양에프앤비주식회사,,써니텐 파인애플향,20030473071198,탄산음료
,,남양에프앤비주식회사,,써니텐 포도향,20030473071188,탄산음료
,,남양에프앤비주식회사,,썬키스트 라임 스파클링,20030473071160,탄산음료
,,남양에프앤비주식회사,,썬키스트 레몬 스파클링,20030473071161,탄산음료
,,남양에프앤비주식회사,,썬키스트 망고스틴소다,20030473071262,탄산음료
,,남양에프앤비주식회사,,썬키스트 자몽소다,20030473071260,탄산음료
,,남양에프앤비주식회사,,썬키스트 쿨라임소다,20030473071303,탄산음료
,,남양에프앤비주식회사,,썬키스트 후레쉬 알로에,20030473071290,혼합음료
,,남양에프앤비주식회사,,썬키스트 후레쉬 오렌지,20030473071277,과.채음료
,,남양에프앤비주식회사,,썬키스트 후레쉬 제주감귤,20030473071280,과.채음료
,,남양에프앤비주식회사,,썬키스트 후레쉬 포도,20030473071285,과.채주스
,,남양에프앤비주식회사,,썬키스트멜론소다,20030473071261,탄산음료
,,남양에프앤비주식회사,,썬키스트자몽스파클링,20030473071173,탄산음료
,,남양에프앤비주식회사,,알로에 生,20030473071298,혼합음료
,,남양에프앤비주식회사,,에너지탄 스파클링,20030473071220,탄산음료
,,남양에프앤비주식회사,,에이치포인트,20030473071230,탄산음료
,,남양에프앤비주식회사,,오란씨 깔라만시,20030473071216,탄산음료
,,남양에프앤비주식회사,,오란씨 오렌지,2003047307116,탄산음료
,,남양에프앤비주식회사,,오란씨 파인애플,2003047307112,탄산음료
,,남양에프앤비주식회사,,올리브영워터 스파클링 파인애플,20030473071246,탄산음료
,,남양에프앤비주식회사,,요구르트 음료,20030473071256,혼합음료
,,남양에프앤비주식회사,,요구르트 탄산,20030473071255,탄산음료
,,남양에프앤비주식회사,,웰치 그레이프,20030473071197,탄산음료
,,남양에프앤비주식회사,,웰치 스트로베리,20030473071232,탄산음료
,,남양에프앤비주식회사,,웰치 화이트그레이프,20030473071210,탄산음료
,,남양에프앤비주식회사,,위드밀크,20030473071205,탄산음료
,,남양에프앤비주식회사,,위드밀크 딸기,20030473071239,탄산음료
,,남양에프앤비주식회사,,위드밀크 바나나,20030473071206,탄산음료
,,남양에프앤비주식회사,,위드밀크 복숭아,20030473071240,탄산음료
,,남양에프앤비주식회사,,자몽 소다수,20030473071244,탄산음료
,,남양에프앤비주식회사,,자몽탄 스파클링,20030473071224,탄산음료
,,남양에프앤비주식회사,,제주 가파도 보리차,20030473071234,액상차
,,남양에프앤비주식회사,,제주 상황차,20030473071141,액상차
,,남양에프앤비주식회사,,17차 레몬밤,20030473071321,액상차
,,남양에프앤비주식회사,,17차 새싹보리,20030473071336,액상차
,,남양에프앤비주식회사,,청포도 스파클링,20030473071326,탄산음료
,,남양에프앤비주식회사,,청포도탄 스파클링,20030473071219,탄산음료
,,남양에프앤비주식회사,,츄파춥스 레몬라임,20030473071319,탄산음료
,,남양에프앤비주식회사,,츄파춥스 사과,20030473071320,탄산음료
,,남양에프앤비주식회사,,츄파춥스 포도,20030473071318,탄산음료
,,남양에프앤비주식회사,,코코팜 망고코넛,20030473071276,과.채음료
,,남양에프앤비주식회사,,코코팜 포도,20030473071270,혼합음료
,,남양에프앤비주식회사,,코코팜 피치핑크 복숭아,20030473071271,혼합음료
,,남양에프앤비주식회사,,코코팜 화이트 요구르트,20030473071306,혼합음료
,,남양에프앤비주식회사,,콜라,20030473071158,탄산음료
,,남양에프앤비주식회사,,쿨라 히비스커스,20030473071272,탄산음료
,,남양에프앤비주식회사,,쿨피스 톡 복숭아맛,20030473071153,탄산음료
,,남양에프앤비주식회사,,쿨피스 톡 파인애플 맛,20030473071152,탄산음료
,,남양에프앤비주식회사,,쿨피스톡 요구르트 맛,20030473071171,탄산음료
,,남양에프앤비주식회사,,크리스탈 레몬,20030473071327,탄산음료
,,남양에프앤비주식회사,,킨 사이다,20030473071289,탄산음료
,,남양에프앤비주식회사,,탐라는 제주감귤,20030473071275,과.채음료
,,남양에프앤비주식회사,,탐라는 제주감귤 Premium,20030473071293,과.채주스
,,남양에프앤비주식회사,,티스파클링 리프레쉬,20030473071186,탄산음료
,,남양에프앤비주식회사,,파인애플 스파클링,20030473071174,탄산음료
,,남양에프앤비주식회사,,페코짱 밀키소다,20030473071312,탄산음료
,,남양에프앤비주식회사,,프라우 라임,20030473071177,탄산음료
,,남양에프앤비주식회사,,프라우 레몬,20030473071178,탄산음료
,,남양에프앤비주식회사,,프라우 자몽,20030473071183,탄산음료
,,남양에프앤비주식회사,,프라우 플레인,20030473071228,탄산수
,,남양에프앤비주식회사,,프리미엄소다 레몬 사이다,20030473071201,탄산음료
,,남양에프앤비주식회사,,프리미엄소다 스노우 콜라,20030473071202,탄산음료
,,남양에프앤비주식회사,,프리미엄토닉워터소닉,20030473071181,탄산음료
,,남양에프앤비주식회사,,피치스파클링,20030473071263,탄산음료
,,남양에프앤비주식회사,,하이드로 스파클링 크렌베리,20030473071144,탄산음료
,,남양에프앤비주식회사,,하이드로 프리미엄 토닉워터,20030473071121,탄산음료
,,남양에프앤비주식회사,,한뿌리 레드진생티,20030473071217,액상차
,,남양에프앤비주식회사,,해태갈아만든배,20030473071286,과.채음료
,,남양에프앤비주식회사,,헛개수,20030473071203,액상차
,,남양에프앤비주식회사,,환타 오렌지향,20030473071287,탄산음료
,,남양에프앤비주식회사,,환타 파인애플향,20030473071243,탄산음료
,,남양유업 주식회사 세종공장,,A2 혼합탈지유,19790257016163,저지방우유
,,남양유업 주식회사 나주공장,,ARTICLE 1.128 (수출용),2012051204334,인스턴트커피
,,남양유업 주식회사 세종공장,,Ai Zhi Bao 황가 1,1979025701681,성장기용 조제분유
,,남양유업 주식회사 세종공장,,Ai Zhi Bao 황가 2,19790257016222,성장기용 조제분유
,,남양유업 주식회사 세종공장,,Ai Zhi Bao 황가 3,19790257016223,성장기용 조제분유
,,남양유업 주식회사 천안공장,,Ai Zhi Bao 황가-2,1964044800198,성장기용 조제유
,,남양유업 주식회사 천안공장,,Ai Zhi Bao 황가-3,1964044800199,성장기용 조제유
,,남양유업주식회사 세종공장,,AiZhiBao 산모용분유,19790257001246,기타가공품
,,남양유업(주) 경주공장,,1A등급 우유,19790532001167,우유
,,남양유업 주식회사 나주공장,,BALANCE 132,2012051204338,인스턴트커피
,,남양유업 주식회사 나주공장,,BALANCE 628 (수출용),2012051204344,커피
,,남양유업 주식회사 나주공장,,BALANCE 899,2012051204368,커피
,,남양유업주식회사 세종공장,,BIOCULT BLUEBERRY,19790257001278,유산균음료
,,남양유업 주식회사 세종공장,,Baby 사과/바나나/당근 요거트,19790257016606,농후발효유
,,남양유업 주식회사 세종공장,,Baby 플레인,19790257016170,농후발효유
,,남양유업 주식회사 세종공장,,Baby 플레인 요거트,19790257016171,농후발효유
,,남양유업 주식회사 나주공장,,Balance 300,2012051204377,커피
,,남양유업 주식회사 나주공장,,Balance 772,2012051204376,커피
,,남양유업 주식회사 나주공장,,Blend109 (블렌드109),20120512043121,커피
,,남양유업 주식회사 나주공장,,COFFEE KING Cappuccino,2012051204389,커피
,,남양유업 주식회사 나주공장,,COFFEE KING Dark Americano,20120512043137,커피
,,남양유업 주식회사 나주공장,,Coffee King Caramel Macchiato,2012051204390,커피
,,남양유업 주식회사 나주공장,,Coffee King Rich Gold,2012051204380,커피
,,남양유업 주식회사 나주공장,,Coffee King Vanilla Latte,2012051204388,커피
,,남양유업(주) 경주공장,,E-5 HIGH 80ml(수출1),1979053200139,발효유
,,남양유업 주식회사 세종공장,,E-5 High(수출용),19790257016194,발효유
,,남양유업 주식회사 세종공장,,Each Grow Science 1,19790257016162,조제분유
,,남양유업주식회사 세종공장,,Each Grow Science 3,19790257001121,성장기용조제식
,,남양유업 주식회사 나주공장,,FDMG T3,20120512043125,커피
,,남양유업 주식회사 나주공장,,FRENCH CAFE 프렌치카페 카페믹스,2012051204372,커피
,,남양유업 주식회사 나주공장,,French Cafe Cappuccino,2012051204383,커피
,,남양유업 주식회사 나주공장,,French Cafe Caramel Macchiato,2012051204384,커피
,,남양유업 주식회사 나주공장,,French Cafe Rich Espresso (수출용),2012051204365,커피
,,남양유업 주식회사 나주공장,,French Cafe Rich Espresso (태국용),2012051204374,커피
,,남양유업 주식회사 나주공장,,French Cafe Rich Gold (수출용),2012051204364,커피
,,남양유업 주식회사 나주공장,,French Cafe Rich Gold (태국용),2012051204373,커피
,,남양유업 주식회사 나주공장,,French cafe Dark Roast,2012051204397,커피
,,남양유업 주식회사 나주공장,,French cafe Rich Aroma,20120512043117,커피
,,남양유업 주식회사 나주공장,,French cafe Silky Smooth,2012051204399,커피
,,남양유업 주식회사 나주공장,,IMUDJI GOLD DRAGON (러시아용),20120512043114,커피
,,남양유업 주식회사 나주공장,,IMUDJI GREEN DRAGON (러시아용),20120512043112,커피
,,남양유업 주식회사 나주공장,,IMUDJI RED DRAGON,20120512043111,커피
,,남양유업 주식회사 나주공장,,IMUDJI SILVER DRAGON (러시아용),20120512043115,커피
,,남양유업 주식회사 나주공장,,IMUDJI WHITE DRAGON (러시아용),20120512043113,커피
,,남양유업 주식회사 나주공장,,K'hawah Rich Espresso (수출용),2012051204356,커피
,,남양유업 주식회사 나주공장,,K'hawah Rich Mild (수출용),2012051204357,커피
,,남양유업 주식회사 세종공장,,Koko Crown 1,19790257016607,영아용 조제유
,,남양유업주식회사 세종공장,,Koko Crown 2,19790257001388,성장기용조제식
,,남양유업주식회사 세종공장,,Koko Crown 3,19790257001385,성장기용조제식
,,남양유업주식회사 세종공장,,Koko Crown Picky Eater 1,19790257001386,성장기용조제식
,,남양유업주식회사 세종공장,,Koko Crown Picky Eater 2,19790257001387,성장기용조제식
,,남양유업 주식회사 나주공장,,MACCOFFEE SPECIAL BLEND DF BALANCE 132 (수출용),2012051204339,인스턴트커피
,,남양유업 주식회사 나주공장,,MG COFFEE,2012051204381,커피
,,남양유업 주식회사 나주공장,,MUNDO,2012051204328,인스턴트커피
,,남양유업주식회사 세종공장,,My Milky,19790257001247,식물성크림
,,남양유업 주식회사 나주공장,,N2,2012051204375,커피
,,남양유업 주식회사 나주공장,,N2-1 (수출용),2012051204347,커피
,,남양유업 주식회사 나주공장,,N2-2 (수출용),2012051204348,커피
,,남양유업 주식회사 나주공장,,N2-3 (수출용),2012051204349,커피
,,남양유업 주식회사 천안공장,,NAMYANG KAM-DO,1989044900220,가공두유
,,남양유업 주식회사 천안공장,,NAMYANG ORIGINAL SOYBEAN DRINK,1989044900218,가공두유
,,남양유업주식회사 세종공장,,NON DAIRY CREAMER,19790257001248,식물성크림
,,남양유업 주식회사 천안공장,,NON DAIRY CREAMER,1989044900296,식물성크림
,,남양유업 주식회사 나주공장,,NUEVO,2012051204329,인스턴트커피
,,남양유업주식회사 세종공장,,NYC 32 PKPT,19790257001279,식물성크림
,,남양유업주식회사 세종공장,,NYC 32 PKT,19790257001389,식물성크림
,,남양유업주식회사 세종공장,,NYCCP,19790257001281,식물성크림
,,남양유업 주식회사 나주공장,,NYD Americano(수출용),2012051204360,커피
,,남양유업 주식회사 나주공장,,NYD Cappuccino(수출용),2012051204361,커피
,,남양유업 주식회사 나주공장,,NYD Caramel macchiato(수출용),2012051204362,커피
,,남양유업 주식회사 나주공장,,NYD Vanilla latte(수출용),2012051204363,커피
,,남양유업 주식회사 세종공장,,Namyang E-5 Apple Yogurt Drink,19790257016397,발효유
,,남양유업 주식회사 천안공장,,"Namyang Soybean Milk GT Black Sesame, Soybean",19890449002134,가공두유
,,남양유업 주식회사 천안공장,,Namyang Soybean Milk GT Plain,19890449002136,가공두유
,,남양유업 주식회사 천안공장,,Namyang Soybean Milk GT Sweet,19890449002135,가공두유
,,남양유업(주) 경주공장,,Namyang Yogurt Drink,19790532001143,발효유
,,남양유업 주식회사 세종공장,,Namyang Yogurt Drink,19790257016283,발효유
,,남양유업 주식회사 천안공장,,PREMIUM 휘핑크림,196404480012,가공유크림
,,남양유업주식회사 세종공장,,ProLive Blueberry,19790257001242,유산균음료
,,남양유업주식회사 세종공장,,ProLive Kids,19790257001241,유산균음료
,,남양유업주식회사 세종공장,,ProLive Mango,19790257001381,유산균음료
,,남양유업주식회사 세종공장,,ProLive Strawberry,19790257001277,유산균음료
,,남양유업주식회사 세종공장,,Prolive Apple,19790257001291,유산균음료
,,남양유업 주식회사 세종공장,,Prolive organic,19790257016287,발효유류
,,남양유업 주식회사 세종공장,,Prolive organic,19790257016288,발효유
,,남양유업 주식회사 천안공장,,Real Non-Fat Milk Coffee Creamer type C,19890449002157,식물성크림
,,남양유업 주식회사 천안공장,,SAMSOY SOY DRINK,1989044900219,가공두유
,,남양유업 주식회사 나주공장,,SOUTH KOREA FREEZED DRIED COFFEE #1 (수출용),2012051204359,커피
,,남양유업 주식회사 세종공장,,STAR Science GOLD 1(생산중단),1979025701638,조제분유
,,남양유업 주식회사 세종공장,,STAR Science GOLD 2(생산중단),1979025701639,조제분유
,,남양유업주식회사 세종공장,,STAR Science GOLD 3,19790257001118,성장기용조제식
,,남양유업주식회사 세종공장,,STAR Science GOLD 4,19790257001117,성장기용조제식
,,남양유업 주식회사 나주공장,,Selected Arabica NSF (수출용),2012051204358,커피
,,남양유업 주식회사 세종공장,,Star Gold 1(캄보디아),19790257016229,조제분유
,,남양유업 주식회사 세종공장,,Star Gold 2(캄보디아),19790257016230,조제분유
,,남양유업주식회사 세종공장,,Star Gold 3 (캄보디아),19790257001226,성장기용조제식
,,남양유업주식회사 세종공장,,Star Gold 4 (캄보디아),19790257001225,성장기용조제식
,,남양유업 주식회사 세종공장,,Star Grow 1,19790257016251,조제분유
,,남양유업주식회사 세종공장,,Star Grow 2,19790257001239,성장기용조제식
,,남양유업주식회사 세종공장,,Star Grow 3,19790257001236,성장기용조제식
,,남양유업주식회사 세종공장,,Star Grow 4,19790257001237,성장기용조제식
,,남양유업주식회사 세종공장,,Star MOM Gold(수출용),19790257001116,기타가공품
,,남양유업주식회사 세종공장,,Star Mom,19790257001238,기타가공품
,,남양유업 주식회사 나주공장,,Tastle Cappuccino,2012051204385,커피
,,남양유업 주식회사 나주공장,,Tastle Caramel Macchiato,2012051204386,커피
,,남양유업 주식회사 나주공장,,Tastle Vanilla Latte,2012051204387,커피
,,남양유업 주식회사 세종공장,,VON 체다 슬라이스 치즈,19790257016284,가공치즈
,,남양유업(주) 나주공장,,You us 망고우유,20080502002272,유음료
,,남양유업(주) 나주공장,,You us 코코넛우유,20080502002273,유음료
,,남양유업 주식회사 나주공장,,fruiTEA palette(수출용),20120512043131,고형차
,,남양유업 주식회사 세종공장,,林貝兒 Imperial XO 1,1979025701683,조제분유
,,남양유업주식회사 세종공장,,林貝兒 imperial XO 3,1979025700196,성장기용조제식
,,남양유업 주식회사 천안공장,,調製豆乳,1989044900214,가공두유
,,남양유업 주식회사 천안공장,,건강한 두유 GT 고단백 고칼슘 쑥,19890449002124,가공두유
,,남양유업(주) 경주공장,,고소한 저지방,19790532001128,강화우유
,,남양유업 주식회사 천안신공장,,고소한 저지방,2002044800261,강화저지방우유
,,남양유업 주식회사 나주공장,,골드 아로마,2012051204371,커피
,,남양유업 주식회사 천안공장,,과수원,19890449002100,과.채음료
,,남양유업 주식회사 천안공장,,과수원 복숭아,19890449002115,과.채음료
,,남양유업주식회사 경주공장,,과수원 복숭아,1980053801814,과.채음료
,,남양유업 주식회사 천안공장,,과수원 사과,1989044900236,과.채음료
,,남양유업주식회사 경주공장,,과수원 사과,198005380187,과.채음료
,,남양유업 주식회사 천안공장,,과수원 제주감귤,1989044900299,과.채음료
,,남양유업주식회사 경주공장,,과수원 청포도,1980053801813,과.채음료
,,남양유업 주식회사 천안공장,,과수원 청포도,19890449002116,과.채음료
,,남양유업주식회사 경주공장,,과수원복숭아,198005380186,과.채음료
,,남양유업 주식회사 천안공장,,과수원사과프리미엄,1989044900241,과.채음료
,,남양유업주식회사 경주공장,,과수원살구,198005380185,과.채음료
,,남양유업 주식회사 세종공장,,국민건강 프로젝트 120 80(생산중단),19790257016142,농후발효유
,,남양유업 주식회사 천안공장,,귀리음료,19890449002153,혼합음료
,,남양유업 주식회사 천안공장,,그릭밀크,1964044800140,가공유
,,남양유업 주식회사 나주공장,,그린티 블렌드,20120512043108,고형차
,,남양유업 주식회사 천안신공장,,깜유,2002044800213,유음료
,,남양유업(주) 나주공장,,깜유,20080502002122,가공유
,,남양유업 주식회사 세종공장,,꼬모 딸기(생산중단),1979025701698,농후발효유
,,남양유업 주식회사 세종공장,,꼬모 복숭아(생산중단),1979025701699,발효유류
,,남양유업 주식회사 세종공장,,꼬모 포도(생산중단),19790257016100,발효유류
,,남양유업 주식회사 세종공장,,꼬모뷰티(생산중단),19790257016112,농후발효유
,,남양유업(주) 경주공장,,남양 3.4 우유 달달한 맛,19790532001173,가공유
,,남양유업(주) 나주공장,,남양 3.4 우유 달달한 맛,20080502002308,가공유
,,남양유업 주식회사 천안신공장,,남양 3.4 우유 달달한 맛,2002044800279,가공유
,,남양유업(주) 나주공장,,남양 3.4 우유 딸기 맛,20080502002309,가공유
,,남양유업(주) 경주공장,,남양 3.4 우유 딸기맛,19790532001174,가공유
,,남양유업 주식회사 천안신공장,,남양 3.4 우유 딸기맛,2002044800280,가공유
,,남양유업 주식회사 나주공장,,남양 3.4 우유맛 스틱,20120512043138,기타가공품
,,남양유업 주식회사 천안공장,,남양 A2 탈지분유,1964044800153,탈지분유
,,남양유업 주식회사 세종공장,,남양 Each Grow - 1(생산중단),19790257016132,조제분유
,,남양유업 주식회사 세종공장,,남양 Each Grow - 2(생산중단),19790257016133,조제분유
,,남양유업 주식회사 천안신공장,,남양 N크림,2002044800278,유크림
,,남양유업 주식회사 세종공장,,남양 SOS치즈 A(생산중단),19790257016101,가공치즈
,,남양유업 주식회사 세종공장,,남양 Strong Lac-1,1979025701634,조제분유
,,남양유업 주식회사 세종공장,,남양 Strong Lac-2,1979025701635,성장기용 조제분유
,,남양유업(주) 경주공장,,남양 VIP 비타민 우유,19790532001116,우유류
,,남양유업(주) 나주공장,,남양 VIP 비타민우유,2008050200243,가공유
,,남양유업 주식회사 천안신공장,,남양 VIP비타민 우유,2002044800220,가공유
,,남양유업 주식회사 세종공장,,남양 milk 100 유기농,19790257016247,발효유류
,,남양유업주식회사 세종공장,,남양 strong Lac -3,1979025700179,성장기용조제식
,,남양유업 주식회사 천안공장,,남양 내가 아는 그 고급진 생초콜릿 드링크,1964044800194,가공유
,,남양유업 주식회사 세종공장,,남양 농축유청,19790257016185,유청
,,남양유업 주식회사 세종공장,,남양 드빈치 밥위에 치즈한장,19790257016262,연성가공치즈
,,남양유업 주식회사 세종공장,,남양 드빈치 피자치즈,197902570162,자연치즈
,,남양유업 주식회사 세종공장,,남양 드빈치 피자치즈 mini,19790257016189,자연치즈
,,남양유업 주식회사 세종공장,,남양 떠먹는 불가리스 Baby(생산중단),1979025701654,농후발효유
,,남양유업 주식회사 세종공장,,남양 떠먹는 불가리스 그릭플레인,19790257016250,발효유류
,,남양유업 주식회사 세종공장,,남양 떠먹는 불가리스 저지방(생산중단),1979025701658,농후발효유
,,남양유업 주식회사 세종공장,,남양 로젠하임 SOS치즈,19790257016124,연성가공치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 스모크 치즈(생산중단),19790257016115,연성가공치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 체다 슬라이스 치즈(생산중단),19790257016200,연성가공치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 치즈 SOS,1979025701695,연성가공치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 치즈명장 피자치즈 NU90C,19790257016299,자연치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 토스트용 치즈(생산중단),19790257016114,연성가공치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈,1979025701696,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 A90(생산중단),19790257016109,생치즈
