바코드,브랜드,제조사,유통사,제품명,품목보고번호,품목유형
,,남양유업(주) 나주공장,,오미남 오미녀 러브미 솔티 카라멜,20080502002288,가공유
,,남양유업(주) 나주공장,,오미남 오미녀 스파이시 정글 바나나,20080502002287,가공유
,,남양유업(주) 경주공장,,오미남 오미녀 키스미 크림 스트로베리,19790532001151,가공유
,,남양유업(주) 나주공장,,오미남 오미녀 키스미 크림 스트로베리,20080502002290,가공유
,,남양유업(주) 나주공장,,오미남 오미녀 프레쉬 토네이도 레몬라임,20080502002289,저지방가공유
,,남양유업 주식회사 나주공장,,온리프라이스 부드럽고 깊은맛 라떼,20120512043123,커피
,,남양유업(주) 경주공장,,옳은 유기농 우유,19790532001149,우유
,,남양유업(주) 나주공장,,옳은 유기농 우유,20080502002291,우유
,,남양유업 주식회사 천안공장,,옳은 유기농 우유,1964044800149,우유
,,남양유업 주식회사 천안공장,,옳은 유기농딸기우유,1964044800197,가공유
,,남양유업(주) 경주공장,,옳은 유기농딸기우유,19790532001164,가공유
,,남양유업 주식회사 천안공장,,옳은 유기농바나나우유,1964044800196,가공유
,,남양유업(주) 경주공장,,옳은 유기농바나나우유,19790532001165,가공유
,,남양유업 주식회사 천안공장,,옳은 프리바이오틱스 우유,19640448001107,가공유
,,남양유업 주식회사 세종공장,,요구르트가 좋은 엄마까투리,19790257016312,발효유
,,남양유업(주) 나주공장,,요구리몽,20080502002294,발효유
,,남양유업(주) 경주공장,,925우유,19790532001138,우유
,,남양유업주식회사 천안신공장,,우유가 풍부한 카페라떼,2002044901931,커피
,,남양유업 주식회사 세종공장,,웰메이드 고칼슘 체다,19790257016294,연성가공치즈
,,남양유업 주식회사 세종공장,,위력,19790257016126,농후발효유
,,남양유업 주식회사 천안공장,,유기농 농축우유,1964044800138,농축우유
,,남양유업주식회사 세종공장,,유기농 산양유아식 3,19790257001263,성장기용조제식
,,남양유업주식회사 세종공장,,유기농 산양유아식 4,19790257001264,성장기용조제식
,,남양유업 주식회사 세종공장,,유기농 시작부터 아기치즈 1(생산중단),1979025701625,연성가공치즈
,,남양유업 주식회사 세종공장,,유기농 쑥쑥클때 어린이치즈 3(생산중단),1979025701627,연성가공치즈
,,남양유업 주식회사 세종공장,,유기농 이오,19790257016172,발효유
,,남양유업 주식회사 세종공장,,유기농 튼튼탄탄 아기치즈 2(생산중단),1979025701626,연성가공치즈
,,남양유업주식회사 천안신공장,,유기농두유액,200204490199,두유액
,,남양유업 주식회사 천안신공장,,이마트 초코우유,2002044800233,저지방가공유
,,남양유업 주식회사 세종공장,,이오,19790257016201,발효유
,,남양유업(주) 경주공장,,이오 베이비,19790532001137,발효유
,,남양유업(주) 나주공장,,이오 트웬티즈,20080502002270,발효유
,,남양유업 주식회사 천안공장,,이오 프렌즈 사과,19890449002147,유산균음료
,,남양유업 주식회사 천안공장,,이오 프렌즈 플레인,19890449002146,유산균음료
,,남양유업 주식회사 세종공장,,365일 자연방목치즈 모짜렐라 치즈,1979025701680,가공치즈
,,남양유업주식회사 세종공장,,임패아 Imperial XO 2,1979025700178,성장기용조제식
,,남양유업 주식회사 세종공장,,임페리얼 XO 1 (중국),19790257016277,조제유류
,,남양유업 주식회사 세종공장,,임페리얼 XO 1(생산중단),1979025701636,조제분유
,,남양유업 주식회사 세종공장,,임페리얼 XO 2 (중국),19790257016278,조제유류
,,남양유업 주식회사 천안공장,,임페리얼 XO 2 (중국),19890449002117,성장기용조제식
,,남양유업 주식회사 세종공장,,임페리얼 XO 2(생산중단),1979025701637,조제분유
,,남양유업 주식회사 세종공장,,임페리얼 XO 3 (중국),19790257016276,조제유류
,,남양유업 주식회사 천안공장,,임페리얼 XO Royal Class 1,1964044800142,조제우유
,,남양유업주식회사 세종공장,,임페리얼 XO2 가공품,19790257001265,기타가공품
,,남양유업주식회사 세종공장,,임페리얼 드림 XO 5 GT,19790257001256,성장기용조제식
,,남양유업 주식회사 천안공장,,임페리얼 드림 XO-3 GT,19640448001100,성장기용 조제유
,,남양유업 주식회사 천안공장,,임페리얼 드림 XO-4 GT,19640448001101,성장기용 조제유
,,남양유업주식회사 세종공장,,임페리얼 마제스티 XO CARE,19790257001109,기타가공품
,,남양유업 주식회사 세종공장,,임페리얼 분유 XO 1(생산중단),1979025701615,조제분유
,,남양유업 주식회사 세종공장,,임페리얼 분유 XO 2(생산중단),1979025701616,조제분유
,,남양유업 주식회사 세종공장,,임페리얼 분유 XO Royal Class 1,19790257016197,조제분유
,,남양유업 주식회사 세종공장,,임페리얼 분유 XO Royal Class 2,19790257016198,조제분유
,,남양유업주식회사 세종공장,,임페리얼 산모분유,19790257001268,기타가공품
,,남양유업 주식회사 천안공장,,임페리얼 영양 포뮬러 0-6,19890449002131,기타가공품
,,남양유업 주식회사 천안공장,,임페리얼 영양 포뮬러 12-24,19890449002133,기타가공품
,,남양유업 주식회사 천안공장,,임페리얼 영양 포뮬러 6-12,19890449002132,기타가공품
,,남양유업주식회사 세종공장,,임페리얼 키드 XO GT(수출용),19790257001193,성장기용조제식
,,남양유업주식회사 세종공장,,임페리얼 키드 xo 바닐라,1979025700174,영.유아용곡류조제식
,,남양유업 주식회사 세종공장,,임페리얼드림 XO 1 GT (수출용),1979025701656,조제유류
,,남양유업 주식회사 세종공장,,임페리얼드림 XO 2 GT (수출용),1979025701657,조제유류
,,남양유업주식회사 세종공장,,임페리얼드림 XO 3 GT,1979025700182,성장기용조제식
,,남양유업주식회사 세종공장,,임페리얼드림 XO 4 GT,1979025700183,성장기용조제식
,,남양유업 주식회사 천안공장,,임페리얼드림 XO Five Star-3,1989044900235,성장기용조제식
,,남양유업 주식회사 천안공장,,임페리얼드림 XO Five Star-4,1989044900234,성장기용조제식
,,남양유업주식회사 세종공장,,임페리얼드림 XO Organic 3,19790257001134,성장기용조제식
,,남양유업주식회사 세종공장,,임페리얼드림 XO Organic 4,19790257001135,성장기용조제식
,,남양유업주식회사 세종공장,,임페리얼드림 XO World Class 3,19790257001181,성장기용조제식
,,남양유업주식회사 세종공장,,임페리얼드림 XO World Class 4,19790257001182,성장기용조제식
,,남양유업주식회사 세종공장,,임페리얼드림XO3,19790257001100,성장기용조제식
,,남양유업주식회사 세종공장,,임페리얼드림XO4,19790257001102,성장기용조제식
,,남양유업주식회사 세종공장,,임페리얼맘 XO GT(수출용),19790257001122,기타가공품
,,남양유업 주식회사 세종공장,,임페리얼분유 XO Organic Royal Class 1,1979025701651,조제유류
,,남양유업 주식회사 세종공장,,임페리얼분유 XO Organic Royal Class 2,1979025701652,조제유류
,,남양유업 주식회사 세종공장,,자연방목치즈 고칼슘치즈,1979025701655,가공치즈
,,남양유업 주식회사 세종공장,,자연방목치즈 체다슬라이스,1979025701694,가공치즈
,,남양유업 주식회사 세종공장,,자연의 시작 불가리스,19790257016212,발효유류
,,남양유업 주식회사 세종공장,,자연의 시작 불가리스 사과,1979025701685,발효유류
,,남양유업(주) 경주공장,,자연의 시작 불가리스 사과,197905320016,농후발효유
,,남양유업 주식회사 세종공장,,자연의 시작 불가리스 사과 GOLD,1979025701648,농후발효유
,,남양유업 주식회사 세종공장,,자연의 시작 불가리스 저지방(생산중단),1979025701687,농후발효유
,,남양유업 주식회사 세종공장,,자연의 시작 불가리스(생산중단),19790257016203,농후발효유
,,남양유업주식회사 세종공장,,자일리톨스위티,19790257001266,기타설탕
,,남양유업(주) 경주공장,,저지방 925 우유,19790532001139,우유
,,남양유업 주식회사 세종공장,,저지방 불가리스 발효유(생산중단),19790257016187,농후발효유
,,남양유업 주식회사 천안신공장,,저지방 우유 N,2002044800272,우유
,,남양유업(주) 경주공장,,저지방 우유 N,19790532001155,저지방우유
,,남양유업 주식회사 천안공장,,저지방우유N,1964044800181,우유
,,남양유업 주식회사 천안공장,,전지농축유,1964044800167,농축우유
,,남양유업 주식회사 세종공장,,전지농축유,19790257016398,농축우유
,,남양유업 주식회사 천안신공장,,진심안심우유,2002044800259,우유
,,남양유업(주) 나주공장,,진심안심우유,20080502002279,우유
,,남양유업 주식회사 천안신공장,,진심안심저지방우유,2002044800273,우유
,,남양유업(주) 경주공장,,진심안심저지방우유,19790532001169,우유
,,남양유업 주식회사 천안신공장,,진심을 담은 우유,2002044800271,우유
,,남양유업 주식회사 천안공장,,진콩두유 검은콩,19890449002150,가공두유
,,남양유업 주식회사 천안공장,,진콩두유 검은콩과 아몬드,19890449002151,가공두유
,,남양유업 주식회사 세종공장,,짜먹는 이오 딸기,1979025701643,농후발효유
,,남양유업 주식회사 세종공장,,짜먹는 이오 복숭아(생산중단),1979025701644,농후발효유
,,남양유업 주식회사 세종공장,,짜먹는 이오 파인애플&치즈(생산중단),19790257016159,농후발효유
,,남양유업 주식회사 세종공장,,짜먹는 이오 포도(생산중단),1979025701645,농후발효유
,,남양유업 주식회사 세종공장,,짜먹는 이오 플레인(생산중단),1979025701646,농후발효유
,,남양유업 주식회사 세종공장,,체다 슬라이스 치즈,1979025701610,연성가공치즈
,,남양유업 주식회사 세종공장,,체다 슬라이스(생산중단),19790257016165,연성가공치즈
,,남양유업 주식회사 세종공장,,초유 프리미엄 남양 엑스트라 셀렉션 분유 1(생산중단),19790257016146,조제분유
,,남양유업 주식회사 천안공장,,초코에몽,1964044800158,가공유
,,남양유업(주) 경주공장,,초코에몽,1979053200153,유음료
,,남양유업 주식회사 천안공장,,츄파춥스 딸기&크림 우유,19640448001102,가공유
,,남양유업 주식회사 천안공장,,츄파춥스 코코아바닐라 우유,19640448001103,가공유
,,남양유업 주식회사 세종공장,,3층 치즈 카야치즈,19790257016331,가공치즈
,,남양유업 주식회사 세종공장,,3층 치즈 크림치즈,19790257016330,가공치즈
,,남양유업 주식회사 세종공장,,치즈가 좋은 엄마 까투리,19790257016332,가공치즈
,,남양유업 주식회사 세종공장,,치즈명장 드빈치 1/2지방 식이섬유 치즈,1979025701669,연성가공치즈
,,남양유업 주식회사 세종공장,,치즈명장 드빈치 고르곤졸라 슬라이스 치즈,19790257016207,연성가공치즈
,,남양유업 주식회사 세종공장,,치즈명장 드빈치 스모크햄 치즈(생산중단),1979025701688,연성가공치즈
,,남양유업 주식회사 세종공장,,치즈명장 드빈치 아몬드 치즈(생산중단),19790257016158,연성가공치즈
,,남양유업 주식회사 세종공장,,치즈명장 드빈치 아인슈타인 DHA치즈,1979025701691,연성가공치즈
,,남양유업(주) 나주공장,,치키타 바나나가 든 1등급 우유,20080502002123,유음료
,,남양유업 주식회사 천안신공장,,카페 마스터s 밀크,2002044800267,우유
,,남양유업 주식회사 나주공장,,카페오레 뉴스타일,2012051204398,커피
,,남양유업 주식회사 천안신공장,,칼로리를 뺀 딸기과즙 우유,200204480029,저지방가공유
,,남양유업 주식회사 천안신공장,,칼로리를 뺀 바나나과즙 우유,200204480028,저지방가공유
,,남양유업 주식회사 천안신공장,,칼로리를 뺀 초콜릿 우유,2002044800210,저지방가공유
,,남양유업주식회사 세종공장,,커피믹스 모카골드,19790257001267,커피
,,남양유업 주식회사 나주공장,,커피믹스 모카골드,20120512043130,커피
,,남양유업 주식회사 나주공장,,커피믹스 모카밀크,20120512043129,커피
,,남양유업 주식회사 나주공장,,커피분말(DEK),2012051204332,인스턴트커피
,,남양유업주식회사 세종공장,,커피분말(NY),19790257001163,조제커피
,,남양유업 주식회사 나주공장,,커피분말(NY),201205120436,조제커피
,,남양유업 주식회사 나주공장,,코지1,2012051204323,인스턴트커피
,,남양유업주식회사 경주공장,,코코아 시럽,1980053801811,기타코코아가공품
,,남양유업 주식회사 나주공장,,콜드브류 블렌드,20120512043116,커피
,,남양유업 주식회사 나주공장,,키커피 아이스 카페라떼(수출용),2012051204335,조제커피
,,남양유업 주식회사 나주공장,,키커피 카페라떼(수출용),2012051204350,커피
,,남양유업주식회사 세종공장,,키커피 카페오레,19790257001261,커피
,,남양유업 주식회사 나주공장,,키커피 카페오레 커피 블렌드,20120512043104,커피
,,남양유업주식회사 세종공장,,키커피 카푸치노,19790257001262,조제커피
,,남양유업 주식회사 나주공장,,키커피 카푸치노 커피 블렌드,20120512043103,커피
,,남양유업 주식회사 나주공장,,키커피 카푸치노(수출용),2012051204325,조제커피
,,남양유업 주식회사 나주공장,,키커피 크리미 파우더,2012051204369,식물성크림
,,남양유업주식회사 세종공장,,트루맘 후레쉬 베이스파우더 N1,19790257001271,기타가공품
,,남양유업주식회사 세종공장,,트루맘 후레쉬 베이스파우더 N2,19790257001272,기타가공품
,,남양유업주식회사 세종공장,,트루맘 후레쉬 베이스파우더 N3,19790257001273,기타가공품
,,남양유업(주) 경주공장,,표준화 우유 N,19790532001154,우유
,,남양유업 주식회사 세종공장,,표준화 우유 N,19790257016289,우유
,,남양유업 주식회사 세종공장,,표준화 우유 N,19790257016290,우유
,,남양유업 주식회사 천안공장,,표준화우유N,1964044800182,우유
,,남양유업 주식회사 나주공장,,프렌치카페,2012051204340,커피
,,남양유업 주식회사 나주공장,,프렌치카페 AG,2012051204319,인스턴트커피
,,남양유업 주식회사 나주공장,,프렌치카페 N,2012051204318,인스턴트커피
,,남양유업 주식회사 나주공장,,프렌치카페 NM,2012051204379,커피
,,남양유업 주식회사 나주공장,,프렌치카페 S,2012051204322,인스턴트커피
,,남양유업주식회사 천안신공장,,프렌치카페 듀얼 로스터리 콜드브류 카페오레,2002044901925,커피
,,남양유업주식회사 천안신공장,,프렌치카페 로스터리 모카 리치 에스프레소,2002044901918,커피
,,남양유업주식회사 천안신공장,,프렌치카페 로스터리 몽블랑 라떼,2002044901928,커피
,,남양유업주식회사 천안신공장,,프렌치카페 로스터리 바닐라 크림 리치 라떼,2002044901912,커피
,,남양유업주식회사 천안신공장,,프렌치카페 로스터리 슈크림 라떼,2002044901927,커피
,,남양유업주식회사 천안신공장,,프렌치카페 로스터리 스모키 리치 라떼,2002044901916,커피
,,남양유업주식회사 천안신공장,,프렌치카페 로스터리 얼그레이 카페라떼,2002044901915,커피
,,남양유업주식회사 천안신공장,,프렌치카페 로스터리 에스프레소 리치 라떼,2002044901914,커피
,,남양유업주식회사 천안신공장,,프렌치카페 로스터리 옐로우 버번 돌체라떼,2002044901917,커피
,,남양유업주식회사 천안신공장,,프렌치카페 로스터리 카라멜 리치 에스프레소,2002044901913,커피
,,남양유업주식회사 천안신공장,,프렌치카페 로스터리 콜드브류 아메리카노,2002044901924,커피
,,남양유업주식회사 천안신공장,,프렌치카페 로스터리 콜드브류 카라멜마키아또,2002044901926,커피
,,남양유업 주식회사 나주공장,,프렌치카페 마일드,2012051204327,인스턴트커피
,,남양유업주식회사 천안신공장,,프렌치카페 벨벳 비엔나 모카,2002044901910,커피
,,남양유업 주식회사 나주공장,,프렌치카페 아라비카 골드라벨,2012051204341,커피
,,남양유업주식회사 천안신공장,,프렌치카페 카라멜마키아또,2002044901921,커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스,201205120431,커피
,,남양유업주식회사 세종공장,,프렌치카페 카페믹스,19790257001150,조제커피
,,남양유업주식회사 세종공장,,프렌치카페 카페믹스 아라비카 골드라벨,19790257001151,조제커피
,,남양유업주식회사 세종공장,,프렌치카페 카페믹스 아라비카 골드라벨 부드러운 블랙,19790257001160,조제커피
,,남양유업주식회사 세종공장,,프렌치카페 카페믹스 아라비카 골드라벨 블랙,19790257001159,조제커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스 1/2칼로리,2012051204331,조제커피
,,남양유업주식회사 세종공장,,프렌치카페 카페믹스 1/2칼로리,19790257001280,커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스 그란데,20120512043100,커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스 누보,2012051204321,조제커피
,,남양유업주식회사 세종공장,,프렌치카페 카페믹스 누보,19790257001177,조제커피
,,남양유업주식회사 세종공장,,프렌치카페 카페믹스 부드러운 블랙,19790257001158,조제커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스 부드러운 스위트 블랙,2012051204391,커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스 블랙,2012051204396,커피
,,남양유업주식회사 세종공장,,프렌치카페 카페믹스 블랙,19790257001164,조제커피
,,남양유업주식회사 세종공장,,프렌치카페 카페믹스 아라비카 골드라벨,19790257001191,조제커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스 아라비카 골드라벨 누보,2012051204320,조제커피
,,남양유업주식회사 세종공장,,프렌치카페 카페믹스 아라비카 골드라벨 누보,19790257001178,조제커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스 아라비카 골드라벨 부드러운 블랙(반제품),2012051204313,조제커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스 아라비카 골드라벨 브드러운 블랙,2012051204395,커피
,,남양유업주식회사 세종공장,,프렌치카페 카페믹스 아라비카 골드라벨 블랙,19790257001233,인스턴트커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스 아라비카 골드라벨 블랙,2012051204392,커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스 아라비카 골드라벨(반제품),2012051204312,조제커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스 아라비카골드라벨,201205120433,인스턴트커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스 아이스,201205120438,조제커피
,,남양유업주식회사 세종공장,,프렌치카페 카페믹스 아이스,19790257001258,커피
,,남양유업주식회사 세종공장,,프렌치카페 카페믹스 오리지날,19790257001235,커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스 오리지날,2012051204378,커피
,,남양유업 주식회사 나주공장,,프렌치카페 카페믹스(반제품),2012051204311,조제커피
,,남양유업주식회사 천안신공장,,프렌치카페 카페오레,2002044901923,커피
,,남양유업주식회사 천안신공장,,프렌치카페 카푸치노,2002044901922,커피
,,남양유업 주식회사 나주공장,,프렌치카페 커피 블렌드,2012051204315,인스턴트커피
,,남양유업주식회사 천안신공장,,프렌치카페 플랫 화이트,2002044901919,커피
,,남양유업주식회사 천안신공장,,프렌치카페 화이트초코모카,2002044901920,커피
,,남양유업주식회사 천안신공장,,프렌치카페모카초코커피,200204490191,액상커피
,,남양유업주식회사 세종공장,,프렌치카페카페믹스classic,19790257001165,조제커피
,,남양유업주식회사 천안신공장,,프렌치카페헤즐넛향,200204490192,액상커피
,,남양유업 주식회사 세종공장,,프로젝트 120 80(생산중단),19790257016141,농후발효유
,,남양유업 주식회사 나주공장,,프리미엄 인스턴트 원두커피,2012051204337,조제커피
,,남양유업 주식회사 세종공장,,프리미엄분유 XO-1(생산중단),19790257016136,조제분유
,,남양유업 주식회사 세종공장,,프리미엄분유 XO-2(생산중단),19790257016137,조제분유
,,남양유업 주식회사 세종공장,,플레인 요거트,19790257016293,농후발효유
,,남양유업 주식회사 세종공장,,핑거 스트링 치즈,19790257016300,자연치즈
,,남양유업 주식회사 세종공장,,한번에 1000억 프로바이오틱 망고,19790257016253,발효유
,,남양유업(주) 나주공장,,한번에 1000억 프로바이오틱 망고,20080502002286,발효유
,,남양유업(주) 나주공장,,한번에 1000억 프로바이오틱 블루베리,20080502002276,발효유
,,남양유업(주) 나주공장,,한번에 1000억 프로바이오틱 사과,20080502002281,발효유
,,남양유업 주식회사 세종공장,,한번에 1000억 프로바이오틱 사과,19790257016252,발효유류
,,남양유업(주) 나주공장,,한번에 1000억 프로바이오틱 포도,20080502002277,발효유
,,남양유업 주식회사 세종공장,,한번에 1000억 프로바이오틱 포도,19790257016260,발효유류
,,남양유업(주) 나주공장,,한번에 1000억 프로바이오틱 플레인,20080502002278,발효유
,,남양유업 주식회사 세종공장,,함박웃음 우유(생산중단),19790257016117,우유
,,남양유업 주식회사 세종공장,,함박웃음 치즈(생산중단),19790257016116,연성가공치즈
,,남양유업주식회사 천안신공장,,향이 풍부한 아메리카노,2002044901930,커피
,,남양유업 주식회사 세종공장,,혼합분유 1(생산중단),19790257016108,조제분유
,,남양유업 주식회사 세종공장,,혼합분유 2(생산중단),19790257016105,조제분유
,,남양유업 주식회사 천안공장,,혼합탈지분유,1964044800146,혼합분유
,,남양유업 주식회사 천안공장,,홈플러스두유,1989044900221,가공두유
,,남양유업 주식회사 천안신공장,,화이트 초코에몽,2002044800257,유음료
,,남양유업(주) 경주공장,,화이트 초코에몽,19790532001123,가공유
,,남양유업주식회사 세종공장,,황가영씨 무유당영아조제식품,19790257001231,영아용조제식
,,남양유업 주식회사 천안공장,,휘핑크림,196404480013,가공유크림
